0007_0000000001,,0007_0000000001,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_1,37,2019-07-24 16:30:17,Demo_subsys_1,ECIF-CORE PRD,,,111,test,0002_0000000001
0007_0000000002,,0007_0000000002,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_2,37,2019-07-24 16:30:17,Demo_subsys_2,ECIF-CORE PRD,,,111,test,0002_0000000001
0007_0000000003,,0007_0000000003,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_3,37,2019-07-24 16:30:17,Demo_subsys_3,ECIF-CORE PRD,,,111,test,0002_0000000001
0007_0000000004,,0007_0000000004,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_4,37,2019-07-24 16:30:17,Demo_subsys_4,ECIF-CORE PRD,,,111,test,0002_0000000001
0007_0000000005,,0007_0000000005,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_5,37,2019-07-24 16:30:17,Demo_subsys_5,ECIF-CORE PRD,,,111,test,0002_0000000001
0007_0000000006,,0007_0000000006,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_6,37,2019-07-24 16:30:17,Demo_subsys_6,ECIF-CORE PRD,,,111,test,0002_0000000001
0007_0000000007,,0007_0000000007,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_7,37,2019-07-24 16:30:17,Demo_subsys_7,ECIF-CORE PRD,,,111,test,0002_0000000001
0007_0000000008,,0007_0000000008,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_8,37,2019-07-24 16:30:17,Demo_subsys_8,ECIF-CORE PRD,,,111,test,0002_0000000001
0007_0000000009,,0007_0000000009,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_9,37,2019-07-24 16:30:17,Demo_subsys_9,ECIF-CORE PRD,,,111,test,0002_0000000001
0007_0000000010,,0007_0000000010,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_10,37,2019-07-24 16:30:17,Demo_subsys_10,ECIF-CORE PRD,,,111,test,0002_0000000001
0007_0000000011,,0007_0000000011,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_11,37,2019-07-24 16:30:17,Demo_subsys_11,ECIF-CORE PRD,,,111,test,0002_0000000002
0007_0000000012,,0007_0000000012,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_12,37,2019-07-24 16:30:17,Demo_subsys_12,ECIF-CORE PRD,,,111,test,0002_0000000002
0007_0000000013,,0007_0000000013,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_13,37,2019-07-24 16:30:17,Demo_subsys_13,ECIF-CORE PRD,,,111,test,0002_0000000002
0007_0000000014,,0007_0000000014,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_14,37,2019-07-24 16:30:17,Demo_subsys_14,ECIF-CORE PRD,,,111,test,0002_0000000002
0007_0000000015,,0007_0000000015,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_15,37,2019-07-24 16:30:17,Demo_subsys_15,ECIF-CORE PRD,,,111,test,0002_0000000002
0007_0000000016,,0007_0000000016,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_16,37,2019-07-24 16:30:17,Demo_subsys_16,ECIF-CORE PRD,,,111,test,0002_0000000002
0007_0000000017,,0007_0000000017,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_17,37,2019-07-24 16:30:17,Demo_subsys_17,ECIF-CORE PRD,,,111,test,0002_0000000002
0007_0000000018,,0007_0000000018,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_18,37,2019-07-24 16:30:17,Demo_subsys_18,ECIF-CORE PRD,,,111,test,0002_0000000002
0007_0000000019,,0007_0000000019,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_19,37,2019-07-24 16:30:17,Demo_subsys_19,ECIF-CORE PRD,,,111,test,0002_0000000002
0007_0000000020,,0007_0000000020,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_20,37,2019-07-24 16:30:17,Demo_subsys_20,ECIF-CORE PRD,,,111,test,0002_0000000002
0007_0000000021,,0007_0000000021,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_21,37,2019-07-24 16:30:17,Demo_subsys_21,ECIF-CORE PRD,,,111,test,0002_0000000003
0007_0000000022,,0007_0000000022,umadmin,2019-07-24 08:30:17,umadmin,2019-07-24 06:40:03,Demo_subsys_22,37,2019-07-24 16:30:17,Demo_subsys_22,ECIF-CORE PRD,,,111,test,0002_0000000003
